id,sentence,subject_label,label_id
883,"In the future, faster computation at both training and test time is likely to be crucial for further progress and for consumer applications on low-power devices.",background,0
884,"As a result, there is much interest in research and development of dedicated hardware for Deep Learning (DL).",result,3
885,"Binary weights, i.e., weights which are constrained to only two possible values (e.g. -1 or 1), would bring great benefits to specialized DL hardware by replacing many multiply-accumulate operations by simple accumulations, as multipliers are the most space and powerhungry components of the digital implementation of neural networks.",objective,1
886,"We introduce BinaryConnect, a method which consists in training a DNN with binary weights during the forward and backward propagations, while retaining precision of the stored weights in which gradients are accumulated.",result,3
887,"Like other dropout schemes, we show that BinaryConnect acts as regularizer and we obtain near state-of-the-art results with BinaryConnect on the permutation-invariant MNIST, CIFAR-10 and SVHN.",result,3
888,The state-of-the-art of face recognition has been significantly advanced by the emergence of deep learning.,background,0
889,Very deep neural networks recently achieved great success on general object recognition because of their superb learning capacity.,background,0
890,This motivates us to investigate their effectiveness on face recognition.,objective,1
891,"This paper proposes two very deep neural network architectures, referred to as DeepID3, for face recognition.",objective,1
892,These two architectures are rebuilt from stacked convolution and inception layers proposed in VGG net [10] and GoogLeNet [16] to make them suitable to face recognition.,method,2
893,Joint face identification-verification supervisory signals are added to both intermediate and final feature extraction layers during training.,method,2
894,"An ensemble of the proposed two architectures achieves 99.53% LFW face verification accuracy and 96.0% LFW rank-1 face identification accuracy, respectively.",result,3
895,A further discussion of LFW face verification result is given in the end.,result,3
896,We describe a system for transforming an off-the-shelf flatbed scanner into a $200 scan backend for large format cameras.,background,0
897,"While we describe both software and hardware aspects, the focus of the paper is on software issues such as color calibration and removal of scanner artifacts.",background,0
898,"With current scanner technology, the resulting camera system is capable of taking black&white, color, or near-infrared photographs with up to 490 million pixels.",method,2
899,"Our analysis shows that we achieve actual optical resolutions close to the theoretical maximum, and that color reproduction is comparable to commercial camera systems.",result,3
900,"We believe that the camera system described here has many potential applications in image-based modeling and rendering, cultural heritage projects, and professional digital photography.",result,3
901,"We present a real-time algorithm which can recover the 3D trajectory of a monocular camera, moving rapidly through a previously unknown scene.",background,0
902,"Our system, which we dub MonoSLAM, is the first successful application of the SLAM methodology from mobile robotics to the ""pure vision"" domain of a single uncontrolled camera, achieving real time but drift-free performance inaccessible to structure from motion approaches.",background,0
903,The core of the approach is the online creation of a sparse but persistent map of natural landmarks within a probabilistic framework.,background,0
904,"Our key novel contributions include an active approach to mapping and measurement, the use of a general motion model for smooth camera movement, and solutions for monocular feature initialization and feature orientation estimation.",method,2
905,"Together, these add up to an extremely efficient and robust algorithm which runs at 30 Hz with standard PC and camera hardware.",method,2
906,"This work extends the range of robotic systems in which SLAM can be usefully applied, but also opens up new areas.",result,3
907,We present applications of MonoSLAM to real-time 3D localization and mapping for a high-performance full-size humanoid robot and live augmented reality with a hand-held camera,result,3
908,"Ease of use and usefulness are believed to be fundamental in determining the acceptance and use of various, corporate ITs.",background,0
909,"These beliefs, however, may not explain the user's behavior toward newly emerging ITs, such as the World-Wide-Web (WWW).",background,0
910,"In this study, we introduce playfulness as a new factor that re ̄ects the user's intrinsic belief in WWW acceptance.",objective,1
911,"Using it as an intrinsic motivation factor, we extend and empirically validate the Technology Acceptance Model (TAM) for the WWW context.",method,2
912,# 2001 Elsevier Science B.V. All rights reserved.,other,4
913,Call Centers are important channels of communication within the consumer relationship and a point of integration between suppliers and their customers.,background,0
914,"Correctly sizing the capacity of a given Call Center can bring benefits not only in terms of improved customer service (efficacy), but also in terms of reduced operating costs (efficiency).",background,0
915,"However, specifying the capacity of a Call Center is not a trivial task, but one that demands a significant knowledge of mathematics, in particular of analytical models.",method,2
916,"This paper presents the Erlang B, Erlang C and Simulation models followed by a comparison based on a case study, in order to identify the advantages of using simulation.",result,3
917,"We present a new dataset and model for textual entailment, derived from treating multiple-choice question-answering as an entailment problem.",background,0
918,SCITAIL is the first entailment set that is created solely from natural sentences that already exist independently “in the wild” rather than sentences authored specifically for the entailment task.,result,3
919,"Different from existing entailment datasets, we create hypotheses from science questions and the corresponding answer candidates, and premises from relevant web sentences retrieved from a large corpus.",method,2
920,These sentences are often linguistically challenging.,result,3
921,"This, combined with the high lexical similarity of premise and hypothesis for both entailed and non-entailed pairs, makes this new entailment task particularly difficult.",method,2
922,"The resulting challenge is evidenced by state-of-the-art textual entailment systems achieving mediocre performance on SCITAIL, especially in comparison to a simple majority class baseline.",result,3
923,"As a step forward, we demonstrate that one can improve accuracy on SCITAIL by 5% using a new neural model that exploits linguistic structure.",result,3
924,"Chinese noun classifiers are an indispensible part of the Chinese language, but are difficult for non-native speakers to use correctly.",background,0
925,"Chinese language teachers often face challenges in finding an effective way to teach classifiers, as the rules for defining which nouns can be associated with which classifiers are not straightforward.",background,0
926,"Many theoretical studies have explored the nature of Chinese classifiers, but few studies take an empirical approach to the investigation of effective teaching and learning methods of classifiers.",background,0
927,"Learners often find that existing dictionaries either do not have classifiers as lexical entries, or give very brief explanations that are hardly helpful.",background,0
928,This paper presents the progress of an ongoing project on the construction of an e-dictionary of Chinese classifiers.,background,0
929,The objective of the project is to provide a platform for Chinese language learners to explore and learn classifier uses in a bottom-up fashion.,objective,1
930,The current work is on the design of an e-learning tool database and its connection to the e-dictionary database.,method,2
931,Descriptions of the design and the functions of the e-learning tool are provided in the paper.,method,2
932,We present a content-based automatic music tagging algorithm using fully convolutional neural networks (FCNs).,background,0
933,We evaluate different architectures consisting of 2D convolutional layers and subsampling layers only.,background,0
934,"In the experiments, we measure the AUC-ROC scores of the architectures with different complexities and input types using the MagnaTagATune dataset, where a 4-layer architecture shows state-of-the-art performance with mel-spectrogram input.",background,0
935,"Furthermore, we evaluated the performances of the architectures with varying the number of layers on a larger dataset (Million Song Dataset), and found that deeper models outperformed the 4-layer architecture.",method,2
936,The experiments show that mel-spectrogram is an effective time-frequency representation for automatic tagging and that more complex models benefit from more training data.,result,3
937,This paper considers the task of matching images and sentences.,background,0
938,The challenge consists in discriminatively embedding the two modalities onto a shared visual-textual space.,background,0
939,Existing work in this field largely uses Recurrent Neural Networks (RNN) for text feature learning and employs off-the-shelf Convolutional Neural Networks (CNN) for image feature extraction.,background,0
940,"Our system, in comparison, differs in two key aspects.",background,0
941,"Firstly, we build a convolutional network amenable for fine-tuning the visual and textual representations, where the entire network only contains four components, i.e., convolution layer, pooling layer, rectified linear unit function (ReLU), and batch normalisation.",method,2
942,Endto-end learning allows the system to directly learn from the data and fully utilise the supervisions.,method,2
943,"Secondly, we propose instance loss according to viewing each multimodal data pair as a class.",method,2
944,This works with a large margin objective to learn the inter-modal correspondence between images and their textual descriptions.,method,2
945,Experiments on two generic retrieval datasets (Flickr30k and MSCOCO) demonstrate that our method yields competitive accuracy compared to state-of-the-art methods.,result,3
946,"Moreover, in language person retrieval, we improve the state of the art by a large margin.",result,3
947,ROC analysis is increasingly being recognised as an important tool for evaluation and comparison of classifiers when the operating characteristics (i.e. class distribution and cost parameters) are not known at training time.,background,0
948,"Usually, each classifier is characterised by its estimated true and false positive rates and is represented by a single point in the ROC diagram.",background,0
949,"In this paper, we show how a single decision tree can represent a set of classifiers by choosing different labellings of its leaves, or equivalently, an ordering on the leaves.",objective,1
950,"In this setting, rather than estimating the accuracy of a single tree, it makes more sense to use the area under the ROC curve (AUC) as a quality metric.",objective,1
951,We also propose a novel splitting criterion which chooses the split with the highest local AUC.,objective,1
952,"To the best of our knowledge, this is the first probabilistic splitting criterion that is not based on weighted average impurity.",background,0
953,"We present experiments suggesting that the AUC splitting criterion leads to trees with equal or better AUC value, without sacrificing accuracy if a single labelling is chosen.",result,3
954,"As the models and the datasets to train deep learning (DL) models scale, system architects are faced with new challenges, one of which is the memory capacity bottleneck, where the limited physical memory inside the accelerator device constrains the algorithm that can be studied.",background,0
955,We propose a memory-centric deep learning system that can transparently expand the memory capacity accessible to the accelerators while also providing fast inter-device communication for parallel training.,objective,1
956,"Our proposal aggregates a pool of memory modules locally within the device-side interconnect, which are decoupled from the host interface and function as a vehicle for transparent memory capacity expansion.",objective,1
957,"Compared to conventional systems, our proposal achieves an average <inline-formula> <tex-math notation=""LaTeX"">$2.1\times$</tex-math><alternatives><inline-graphic xlink:href=""rhu-ieq1-2823302.gif""/> </alternatives></inline-formula> speedup on eight DL applications and increases the system-wide memory capacity to tens of TBs.",result,3
958,In today's applications data is produced at unprecedented rates.,background,0
959,"While the capacity to collect and store new data grows rapidly, the ability to analyze these data volumes increases at much lower pace.",background,0
960,"This gap leads to new challenges in the analysis process, since analysts, decision makers, engineers, or emergency response teams depend on information ""concealed"" in the data.",background,0
961,"The emerging field of visual analytics focuses on handling massive, heterogenous, and dynamic volumes of information through integration of human judgement by means of visual representations and interaction techniques in the analysis process.",background,0
962,"Furthermore, it is the combination of related research areas including visualization, data mining, and statistics that turns visual analytics into a promising field of research.",background,0
963,"This paper aims at providing an overview of visual analytics, its scope and concepts, and details the most important technical research challenges in the field",objective,1
964,The experimental evidence accumulated over the past 20 years indicates that text indexing systems based on the assignment of appropriately weighted single terms produce retrieval results that are superior to those obtainable with other more elaborate text representations.,objective,1
965,These results depend crucially on the choice of effective termweighting systems.,objective,1
966,"This article summarizes the insights gained in automatic term weighting, and provides baseline single-term-indexing models with which other more elaborate content analysis procedures can be compared.",objective,1
967,1.,other,4
968,"AUTOMATIC TEXT ANALYSIS In the late 195Os, Luhn [l] first suggested that automatic text retrieval systems could be designed based on a comparison of content identifiers attached both to the stored texts and to the users’ information queries.",background,0
969,"Typically, certain words extracted from the texts of documents and queries would be used for content identification; alternatively, the content representations could be chosen manually by trained indexers familiar with the subject areas under consideration and with the contents of the document collections.",result,3
970,"In either case, the documents would be represented by term vectors of the form D= (ti,tj,...",method,2
971,"ytp) (1) where each tk identifies a content term assigned to some sample document D. Analogously, the information requests, or queries, would be represented either in vector form, or in the form of Boolean statements.",method,2
972,"Thus, a typical query Q might be formulated as Q = (qa,qbr.. .",other,4
973,",4r) (2)",other,4
974,"Particle swarm optimization is a heuristic global optimization method and also an optimization algorithm, which is based on swarm intelligence.",background,0
975,It comes from the research on the bird and fish flock movement behavior.,background,0
976,The algorithm is widely used and rapidly developed for its easy implementation and few particles required to be tuned.,background,0
977,The main idea of the principle of PSO is presented; the advantages and the shortcomings are summarized.,method,2
978,"At last this paper presents some kinds of improved versions of PSO and research situation, and the future research issues are also given.",objective,1
979,"Object detection – the computer vision task dealing with detecting instances of objects of a certain class (e.g ., ’car’, ’plane’, etc.)",background,0
980,in images – attracted a lot of attention from the community during the last 5 years.,background,0
981,This strong interest can be explained not only by the importance this task has for many applications but also by the phenomenal advances in this area since the arrival of deep convolutional neural networks (DCNN).,background,0
982,"This article reviews the recent literature on object detection with deep CNN, in a comprehensive way, and provides an in-depth view of these recent advances.",objective,1
983,"The survey covers not only the typical architectures (SSD, YOLO, Faster-RCNN) but also discusses the challenges currently met by the community and goes on to show how the problem of object detection can be extended.",result,3
984,This survey also reviews the public datasets and associated state-of-the-art algorithms.,objective,1
985,"The famous Towers of Hanoi puzzle consists of 3 pegs (A, B, C) on one of which (A) are stacked n rings of different sizes, each ring resting on a larger ring.",background,0
986,The objective is to move the n rings one by one until they are all stacked on another peg (B) in such a way that no ring is ever placed on a smaller ring; the other peg (C) can be used as workspace.,objective,1
987,The problem has tong been a favourite iir programming courses as one which admits a concise recursive solution.,method,2
988,"This solution hinges on the observation that, when the largest ring is moved from A to B, the n 1 remaining rings must all be on peg C. This immediately leads to the recursive procedure",method,2
989,A growing number of information technology systems and services are being developed to change users’ attitudes or behavior or both.,background,0
990,"Despite the fact that attitudinal theories from social psychology have been quite extensively applied to the study of user intentions and behavior, these theories have been developed for predicting user acceptance of the information technology rather than for providing systematic analysis and design methods for developing persuasive software solutions.",background,0
991,"This article is conceptual and theory-creating by its nature, suggesting a framework for Persuasive Systems Design (PSD).",objective,1
992,It discusses the process of designing and evaluating persuasive systems and describes what kind of content and software functionality may be found in the final product.,method,2
993,"It also highlights seven underlying postulates behind persuasive systems and ways to analyze the persuasion context (the intent, the event, and the strategy).",method,2
994,"The article further lists 28 design principles for persuasive system content and functionality, describing example software requirements and implementations.",method,2
995,Some of the design principles are novel.,other,4
996,"Moreover, a new categorization of these principles is proposed, consisting of the primary task, dialogue, system credibility, and social support categories.",result,3
997,We introduce a new model for replication in distributed systems.,method,2
998,The primary motivation for replication lies in fault tolerance.,background,0
999,"Although there are different kinds of replication approaches, our model combines the advantages of modular redundancy and primary-stand-by approaches to give more flexibility with respect to system configuration.",method,2
1000,"To implement such a model, we select the IBM PC-net with MS-DOS environment as our base.",method,2
1001,Transparency as well as fault-tolerance file access are the highlights of our system design.,background,0
1002,"To fulfil these requirements, we incorporate the idea of directory-oriented replication and extended prefix tab/es in the system design.",method,2
1003,"The implementation consists of a command shell, a DOS manager, and a recovery manager.",method,2
1004,"Through this design, we can simulate a UNIX-like distributed file system whose function is compatible with MS-DOS.",result,3
1005,"Gaussian processes (GPs) provide a principled, practical, probabilistic approach to learning in kernel machines.",objective,1
1006,GPs have received growing attention in the machine learning community over the past decade.,background,0
1007,"The book provides a long-needed, systematic and unified treatment of theoretical and practical aspects of GPs in machine learning.",objective,1
1008,"The treatment is comprehensive and self-contained, targeted at researchers and students in machine learning and applied statistics.",objective,1
1009,"The book deals with the supervised learning problem for both regression and classification, and includes detailed algorithms.",method,2
1010,A wide variety of covariance (kernel) functions are presented and their properties discussed.,method,2
1011,Model selection is discussed both from a Bayesian and classical perspective.,method,2
1012,"Many connections to other well-known techniques from machine learning and statistics are discussed, including support vector machines, neural networks, splines, regularization networks, relevance vector machines and others.",method,2
1013,"Theoretical issues including learning curves and the PAC-Bayesian framework are treated, and several approximation methods for learning with large datasets are discussed.",method,2
1014,The book contains illustrative examples and exercises.,method,2
1015,"This paper presents an extended Kalman filter for real-time estimation of rigid body orientation using the newly developed MARG (Magnetic, Angular Rate, and Gravity) sensors.",background,0
1016,"Each MARG sensor contains a three-axis magnetometer, a three-axis angular rate sensor, and a three-axis accelerometer.",background,0
1017,"The filter represents rotations using quaternions rather than Euler angles, which eliminates the long-standing problem of singularities associated with attitude estimation.",objective,1
1018,A process model for rigid body angular motions and angular rate measurements is defined.,objective,1
1019,"The process model converts angular rates into quaternion rates, which are integrated to obtain quaternions.",method,2
1020,The Gauss-Newton iteration algorithm is utilized to find the best quaternion that relates the measured accelerations and earth magnetic field in the body coordinate frame to calculated values in the earth coordinate frame.,method,2
1021,The best quaternion is used as part of the measurements for the Kalman filter.,background,0
1022,"As a result of this approach, the measurement equations of the Kalman filter become linear, and the computational requirements are significantly reduced, making it possible to estimate orientation in real time.",result,3
1023,Extensive testing of the filter with synthetic data and actual sensor data proved it to be satisfactory.,result,3
1024,Test cases included the presence of large initial errors as well as high noise levels.,result,3
1025,IoT (Internet of Things) has a large portion of our life.,background,0
1026,This is manifested by the large number of connected devices.,background,0
1027,"With the exponential growth of IoT devices, IoT security is becoming important.",background,0
1028,"In particular, Smart Door Lock system is extremely important because it is closely related to the safety of the user.",background,0
1029,"However, the data sent and received of existing Smart Door Lock system is vulnerable to forgery and hacking.",background,0
1030,"To improve these security issues, we propose a Smart Door Lock system based on blockchain.",objective,1
1031,"Also, this provides data integrity and non-repudiation.",result,3
1032,"Lastly, we propose an algorithm that the Smart Door Lock system judge some situations around itself and operates based on data sent from sensors.",method,2
1033,"In this paper, we show that the LVQ learning algorithm converges to locally asymptotic stable equilibria of an ordinary differential equation.",background,0
1034,We show that the learning algorithm performs stochastic approximation.,background,0
1035,Convergence of the Voronoi vectors is guaranteed under the appropriate conditions on the underlying statistics of the classification problem.,background,0
1036,We also present a modification to the learning algorithm which we argue results in convergence of the LVQ for a larger set of initial conditions.,result,3
1037,"Finally, we show that LVQ is a general histogram classifier and that its risk converges to the Bayesian optimal risk as the appropriate parameters go to infinity with the number of past observations.",result,3
1038,This paper summarizes the current state of the art and recent trends in software engineering economics.,objective,1
1039,It provides an overview of economic analysis techniques and their applicability to software engineering and management.,objective,1
1040,"It surveys the field of software cost estimation, including the major estimation techniques available, the state of the art in algorithmic cost models, and the outstanding research issues in software cost estimation.",method,2
1041,We present a computational method for extracting simple descriptions of high dimensional data sets in the form of simplicial complexes.,background,0
1042,"Our method, called Mapper, is based on the idea of partial clustering of the data guided by a set of functions defined on the data.",method,2
1043,"The proposed method is not dependent on any particular clustering algorithm, i.e. any clustering algorithm may be used with Mapper.",method,2
1044,We implement this method and present a few sample applications in which simple descriptions of the data present important information about its structure.,result,3
1045,"The e-government field, like most young fields, lacks a strong body of well-developed theory.",background,0
1046,"One strategy for coping with theoretical immaturity is to import and adapt theories from other, more mature fields.",background,0
1047,This study reviews Stakeholder Theory (ST) and investigates its potential in relation to e-Government.,objective,1
1048,"Originally a management theory, stakeholder theory advocates addressing the concerns of all stakeholders in a firm, as opposed to concentration on the interests of senior managers and stockholders.",method,2
1049,"Apart from its original profit focus, there is no serious conceptual mismatch between stakeholder theory and government’s objective of providing policy and services for citizens and organizations – society’s stakeholders.",method,2
1050,Potential problems with adapting a management theory to a government setting are discussed.,result,3
1051,The paper further discusses how information technology impacts a stakeholder model of governance.,result,3
1052,"Finally, the paper makes recommendations for future work in adapting ST to the e-government context.",result,3
1053,High level data quality and the management of ensuring data quality is one of the key success factors for Data Warehousing projects.,background,0
1054,"The following article describes an approach for Data Quality Management, which is based on theories as well as practical experiences.",background,0
1055,"Starting from effects of insufficient data quality in practice, a definition for information, data and data quality will be worked out.",objective,1
1056,Based on the concept of total data quality management the Data Quality Management (DQM) for Data-Warehouse-System will be described.,objective,1
1057,As key part DQM an approach for operative DQM (planing and measuring data quality) will be illustrated and explained.,objective,1
1058,"Finally, based on the research results further conclusions are summarised.",result,3
1059,"This paper gives an overview of shape dissimilarity measure properties, such as metric and robustness properties, and of retrieval performance measures.",background,0
1060,Fifteen shape similarity measures are shortly described and compared.,method,2
1061,Their retrieval results on the MPEG-7 Core Experiment CE-Shape-1 test set as reported in the literature and obtained by a reimplementation are compared and discussed.,method,2
1062,Inventory systems with uncertainty go hand in hand with the determination of a safety stock level.,background,0
1063,"The decision on the safety stock level is based on a performance measure, for example the expected shortage per replenishment period or the probability of a stock-out per replenishment period.",background,0
1064,"The performance measure assumes complete knowledge of the probability distribution during lead time, which might not be available.",method,2
1065,"In case of incomplete information regarding the lead-time distribution of demand, no single figure for the safety stock can de determined in order to satisfy a performance measure.",objective,1
1066,"However, an optimisation model may be formulated in order to determine a safety stock level which guarantees the performance measure under the worst case of lead-time demand, of which the distribution is known in an incomplete way.",objective,1
1067,It is shown that this optimisation problem can be formulated as a linear programming problem.,result,3
1068,2011 Elsevier Ltd. All rights reserved.,other,4
1069,User-generated reviews on the Web contain sentiments about detailed aspects of products and services.,background,0
1070,"However, most of the reviews are plain text and thus require much effort to obtain information about relevant details.",background,0
1071,"In this paper, we tackle the problem of automatically discovering what aspects are evaluated in reviews and how sentiments for different aspects are expressed.",method,2
1072,"We first propose Sentence-LDA (SLDA), a probabilistic generative model that assumes all words in a single sentence are generated from one aspect.",method,2
1073,"We then extend SLDA to Aspect and Sentiment Unification Model (ASUM), which incorporates aspect and sentiment together to model sentiments toward different aspects.",method,2
1074,"ASUM discovers pairs of {aspect, sentiment} which we call senti-aspects.",method,2
1075,We applied SLDA and ASUM to reviews of electronic devices and restaurants.,method,2
1076,"The results show that the aspects discovered by SLDA match evaluative details of the reviews, and the senti-aspects found by ASUM capture important aspects that are closely coupled with a sentiment.",result,3
1077,The results of sentiment classification show that ASUM outperforms other generative models and comes close to supervised classification methods.,result,3
1078,"One important advantage of ASUM is that it does not require any sentiment labels of the reviews, which are often expensive to obtain.",result,3
1079,The paper presents the results of a robust Model Predictive Control (MPC) development for the diesel engine air path.,background,0
1080,"The objective is to regulate the intake manifold pressure (MAP) and exhaust gas recirculation (EGR) rate to the specified set-points by coordinated control of the variable geometry turbine (VGT), EGR valve, and EGR throttle.",objective,1
1081,The approach uses tube-MPC to robustly enforce state constraints in the presence of set-bounded engine speed and fueling disturbances.,method,2
1082,"Furthermore, a rate-based formulation along with various approximations is applied to reduce the conservativeness and computational complexity of tube-MPC.",method,2
1083,The ability of the controller to handle input and output constraints is demonstrated in both nonlinear model simulations and experimental results.,result,3
1084,Countless learning tasks require dealing with sequential data.,background,0
1085,"Image captioning, speech synthesis, and music generation all require that a model produce outputs that are sequences.",background,0
1086,"In other domains, such as time series prediction, video analysis, and musical information retrieval, a model must learn from inputs that are sequences.",background,0
1087,"Interactive tasks, such as translating natural language, engaging in dialogue, and controlling a robot, often demand both capabilities.",background,0
1088,Recurrent neural networks (RNNs) are connectionist models that capture the dynamics of sequences via cycles in the network of nodes.,background,0
1089,"Unlike standard feedforward neural networks, recurrent networks retain a state that can represent information from an arbitrarily long context window.",background,0
1090,"Although recurrent neural networks have traditionally been difficult to train, and often contain millions of parameters, recent advances in network architectures, optimization techniques, and parallel computation have enabled successful large-scale learning with them.",objective,1
1091,"In recent years, systems based on long short-term memory (LSTM) and bidirectional (BRNN) architectures have demonstrated ground-breaking performance on tasks as varied as image captioning, language translation, and handwriting recognition.",background,0
1092,"In this survey, we review and synthesize the research that over the past three decades first yielded and then made practical these powerful learning models.",background,0
1093,"When appropriate, we reconcile conflicting notation and nomenclature.",other,4
1094,The rapid adoption of heterogeneous computing has driven the integration of Field Programmable Gate Arrays (FPGAs) into cloud datacenters and flexible System-on-Chips (SoCs).,background,0
1095,This paper shows that the integrated FPGA introduces a new security vulnerability by enabling software-based power side-channel attacks without physical proximity to a target system.,objective,1
1096,"We first demonstrate that an on-chip power monitor can be built on a modern FPGA using ring oscillators (ROs), and characterize its ability to observe the power consumption of other modules on the FPGA or the SoC. Then, we show that the RO-based FPGA power monitor can be used for a successful power analysis attack on an RSA cryptomodule on the same FPGA.",method,2
1097,"Additionally, we show that the FPGA-based power monitor can observe the power consumption of a CPU on the same SoC, and demonstrate that the FPGA-to-CPU power side-channel attack can break timing-channel protection for a RSA program running on a CPU.",result,3
1098,"This work introduces and demonstrates remote power side-channel attacks using an FPGA, showing that the common assumption that power side-channel attacks require specialized equipment and physical access to the victim hardware is not true for systems with an integrated FPGA.",result,3
1099,"In recent decades, the ad hoc network for vehicles has been a core network technology to provide comfort and security to drivers in vehicle environments.",background,0
1100,"However, emerging applications and services require major changes in underlying network models and computing that require new road network planning.",background,0
1101,"Meanwhile, blockchain widely known as one of the disruptive technologies has emerged in recent years, is experiencing rapid development and has the potential to revolutionize intelligent transport systems.",background,0
1102,"Blockchain can be used to build an intelligent, secure, distributed and autonomous transport system.",method,2
1103,"It allows better utilization of the infrastructure and resources of intelligent transport systems, particularly effective for crowdsourcing technology.",background,0
1104,"In this paper, we proposes a vehicle network architecture based on blockchain in the smart city (Block-VN).",objective,1
1105,Block-VN is a reliable and secure architecture that operates in a distributed way to build the new distributed transport management system.,objective,1
1106,"We are considering a new network system of vehicles, Block-VN, above them.",objective,1
1107,"In addition, we examine how the network of vehicles evolves with paradigms focused on networking and vehicular information.",method,2
1108,"Finally, we discuss service scenarios and design principles for Block-VN.",method,2
1109,"Over the past few years, neural networks have re-emerged as powerful machine-learning models, yielding state-of-the-art results in fields such as image recognition and speech processing.",background,0
1110,"More recently, neural network models started to be applied also to textual natural language signals, again with very promising results.",background,0
1111,"This tutorial surveys neural network models from the perspective of natural language processing research, in an attempt to bring natural-language researchers up to speed with the neural techniques.",method,2
1112,"The tutorial covers input encoding for natural language tasks, feed-forward networks, convolutional networks, recurrent networks and recursive networks, as well as the computation graph abstraction for automatic gradient computation.",objective,1
1113,Principal component analysis (PCA) is a widely used statistical technique for unsupervised dimension reduction.,background,0
1114,K-means clustering is a commonly used data clustering for performing unsupervised learning tasks.,background,0
1115,Here we prove that principal components are the continuous solutions to the discrete cluster membership indicators for K-means clustering.,method,2
1116,"New lower bounds for K-means objective function are derived, which is the total variance minus the eigenvalues of the data covariance matrix.",method,2
1117,These results indicate that unsupervised dimension reduction is closely related to unsupervised learning.,method,2
1118,Several implications are discussed.,result,3
1119,"On dimension reduction, the result provides new insights to the observed effectiveness of PCA-based data reductions, beyond the conventional noise-reduction explanation that PCA, via singular value decomposition, provides the best low-dimensional linear approximation of the data.",result,3
1120,"On learning, the result suggests effective techniques for K-means data clustering.",result,3
1121,DNA gene expression and Internet newsgroups are analyzed to illustrate our results.,result,3
1122,Experiments indicate that the new bounds are within 0.5-1.5% of the optimal values.,result,3
1123,A recommender system aims to recommend items that a user is interested in among many items.,objective,1
1124,The need for the recommender system has been expanded by the information explosion.,background,0
1125,Various approaches have been suggested for providing meaningful recommendations to users.,method,2
1126,One of the proposed approaches is to consider a recommender system as aMarkov decision process (MDP) problem and try to solve it using reinforcement learning (RL).,method,2
1127,"However, existing RL-based methods have an obvious drawback.",method,2
1128,"To solve an MDP in a recommender system, they encountered a problem with the large number of discrete actions that bring RL to a larger class of problems.",result,3
1129,"In this paper, we propose a novel RL-based recommender system.",method,2
1130,We formulate a recommender system as a gridworld game by using a biclustering technique that can reduce the state and action space significantly.,method,2
1131,Using biclustering not only reduces space but also improves the recommendation quality effectively handling the cold-start problem.,method,2
1132,"In addition, our approach can provide users with some explanation why the system recommends certain items.",result,3
1133,In this chapter methods of handling missing attribute values in data mining are described.,background,0
1134,These methods are categorized into sequential and parallel.,background,0
1135,"In sequential methods, missing attribute values are replaced by known values first, as a preprocessing, then the knowledge is acquired for a data set with all known attribute values.",method,2
1136,"In parallel methods, there is no preprocessing, i.e., knowledge is acquired directly from the original data sets.",method,2
1137,In this chapter the main emphasis is put on rule induction.,method,2
1138,Methods of handling attribute values for decision tree generation are only briefly summarized.,method,2
1139,"We study the problem of object recognition for categories for which we have no training examples, a task also called zero--data or zero-shot learning.",background,0
1140,"This situation has hardly been studied in computer vision research, even though it occurs frequently; the world contains tens of thousands of different object classes, and image collections have been formed and suitably annotated for only a few of them.",background,0
1141,"To tackle the problem, we introduce attribute-based classification: Objects are identified based on a high-level description that is phrased in terms of semantic attributes, such as the object's color or shape.",objective,1
1142,"Because the identification of each such property transcends the specific learning task at hand, the attribute classifiers can be prelearned independently, for example, from existing image data sets unrelated to the current task.",method,2
1143,"Afterward, new classes can be detected based on their attribute representation, without the need for a new training phase.",method,2
1144,"In this paper, we also introduce a new data set, Animals with Attributes, of over 30,000 images of 50 animal classes, annotated with 85 semantic attributes.",result,3
1145,Extensive experiments on this and two more data sets show that attribute-based classification indeed is able to categorize images without access to any training images of the target classes.,result,3
1146,We present an unsupervised representation learning approach that compactly encodes the motion dependencies in videos.,background,0
1147,"Given a pair of images from a video clip, our framework learns to predict the long-term 3D motions.",background,0
1148,"To reduce the complexity of the learning framework, we propose to describe the motion as a sequence of atomic 3D flows computed with RGB-D modality.",background,0
1149,We use a Recurrent Neural Network based Encoder-Decoder framework to predict these sequences of flows.,method,2
1150,"We argue that in order for the decoder to reconstruct these sequences, the encoder must learn a robust video representation that captures long-term motion dependencies and spatial-temporal relations.",method,2
1151,We demonstrate the effectiveness of our learned temporal representations on activity classification across multiple modalities and datasets such as NTU RGB+D and MSR Daily Activity 3D.,method,2
1152,"Our framework is generic to any input modality, i.e., RGB, depth, and RGB-D videos.",method,2
1153,We consider the problem of dynamic spectrum access for network utility maximization in multichannel wireless networks.,background,0
1154,"The shared bandwidth is divided into K orthogonal channels, and the users access the spectrum using a random access protocol.",background,0
1155,"In the beginning of each time slot, each user selects a channel and transmits a packet with a certain attempt probability.",background,0
1156,"After each time slot, each user that has transmitted a packet receives a local observation indicating whether its packet was successfully delivered or not (i.e., ACK signal).",background,0
1157,The objective is to find a multi-user strategy that maximizes a certain network utility in a distributed manner without online coordination or message exchanges between users.,objective,1
1158,Obtaining an optimal solution for the spectrum access problem is computationally expensive in general due to the large state space and partial observability of the states.,objective,1
