,text,label_str,label
313,peak performance for the political leader,politics,2
2649,building the green new deal the u s case,economics,3
2281,crop substitution in the estimation of economic benefits due to ozone reduction,economics,3
3786,exploring spatiotemporal patterns of long distance taxi rides in shanghai,geography,4
3928,patterns of media use and reflections on media among young danes,politics,2
2547,power and urban change developing theory and method for comparative analysis of case studies,politics,2
1416,a new look at the high school economics texts,economics,3
1036,alterations in welding process parameters change particle characteristics and influence lung responses,medicine,0
2159,seeing red and blue effects of electoral college depictions on political group perception,politics,2
2984,russian corporate capitalism from peter the great to perestroika,politics,2
4655,phase averaged characterization of respiratory sinus arrhythmia pattern,medicine,0
1754,report of the central bureau for astronomical telegrams,geography,4
3958,disorientation and emergent subjectivity the political potentiality of embodied encounter,psychology,1
3504,industrial upgrading the only way for china s economic development,business,5
3360,geologic map of the gee creek wilderness polk and monroe counties tennessee,geography,4
2520,review of deconstruction and translation by kathleen davis,politics,2
4006,does severe reflux predict the presence of pulmonary function test abnormalities,medicine,0
4860,hands on internet,business,5
4196,global imbalances after the financial crisis,economics,3
1506,an assessment of gis use for teaching in rwandan secondary schools,geography,4
1923,systemic risk and firm financial constraints,business,5
448,analysis of opposing characteristics in the war metaphor,politics,2
4118,spatial memory deficits in patients with lesions affecting the medial temporal neocortex,psychology,1
5165,cre implementation issues in e commerce circumstances,business,5
5560,on the modernizing of china s governance system and governance capability,business,5
3193,planning of the distribution of metasequoia glyptostroboides superior variety base in hubei province based on gis,geography,4
361,territories among hunter gatherers the ritual dimension of landscapes the central patagonian plateau argentina,geography,4
2183,self reported depressive symptomatology mood ratings and treatment outcome in sleep disorders patients,psychology,1
1134,a brief analysis on current status and outlet of civil run enterprise cultural construction,business,5
4466,a knowledge base driven clinical pharmacist information system,medicine,0
2155,millfields charter drawing the wrong conclusions,psychology,1
1830,actions of the aag council east lansing august 28 1961 last meeting 1960 61 council,geography,4
1053,the eastern mediterranean turkey greece and cyprus,geography,4
2460,expanding horizons in services to persons with developmental disabilities,psychology,1
22,differentiating corticobasal degeneration and alzheimer disease by longitudinal clinical and cognitive features,psychology,1
2066,herpesviruses are found in small airways in association with mucosal secretory iga deficiency in copd,medicine,0
1653,variation in question rate as a function of position in the classroom,psychology,1
3220,upper limbs rehabilitation system for stroke patient with biofeedback and force,medicine,0
4010,seed sector evolution in zambia and zimbabwe has farmer access improved following economic reforms,economics,3
2743,a nose only inhalation exposure system for the delivery of dry fungal spores aspergillus fumigatus,medicine,0
3488,reviews of maps and mapping,geography,4
4553,bringing parents together an innovative approach for parental involvement in an immersion school in the basque autonomous community,politics,2
2468,using an intensive living case in graduate marketing courses experiences from an international project,business,5
2325,effects of two benzodiazepine inverse agonists ro 15 4513 and fg 7142 on recovery from pentobarbital and halothane anesthesia in the rat,psychology,1
460,short term effects of compulsory multidisciplinary secondary school arts education on cultural participation in the netherlands,politics,2
1067,aspiring to the creative class reality television and the role of the mentor,psychology,1
87,political advocacy for the chronic mental disabled,politics,2
1430,detroit city of cars city of music,politics,2
3290,effects of conditional cash transfers cct in anti poverty programs an empirical approach with panel data for the mexican case of prospera oportunidades 2002 2012,economics,3
282,quality of life in obstructive sleep apnea patients performance of a specific instrument in mexican population,medicine,0
2483,the prelude of red inspiration poems,politics,2
462,student critical thinking profile through model of group investigation learning gi on motion system concept,psychology,1
212,directional set in serial perceptual motor tasks,psychology,1
2588,oral history the holocaust,politics,2
3112,the representation of multiplication and division facts in memory evidence for cross operation transfer without mediation,psychology,1
2907,obstructive sleep apnoea as an independent predictor of coronary atherosclerosis a ct coronary angiography study,medicine,0
2581,prayer in a junior school,psychology,1
1368,is there convergence in income inequality levels among the european regions,economics,3
234,oil and governance in uganda,business,5
3946,portable continuous non invasive blood pressure recording for sleep studies,medicine,0
597,l arc et l olivier,economics,3
4950,the safety and feasibility of exercise rehabilitation in the icu,medicine,0
2250,the application of accounts receivable factoring in commercial enterprise taking ynpf company as an example,business,5
4550,precise dgps in austria goes practice,geography,4
2283,contraceptive action among rural married women migrants in pudong a perspective based on social network and social integration,business,5
662,agricultural information sources used by onion farmers in akola district of maharashtra india,business,5
5554,explaining path dependency and deviation by combining multiple streams framework and historical institutionalism a comparative analysis of german and swedish labor market policies,politics,2
2285,future development directions and new ideas of developing domestic chlor alkali industry,economics,3
5281,study on developing conditions of students constitution health,politics,2
3988,problems in planning extensive agricultural projects the case of new halfa sudan,geography,4
4333,caveolae cd38 and intracellular ca2 regulation in human airway smooth muscle,medicine,0
5112,evidence of abnormal lateralisation of motor systems in schizophrenia using functional mri,psychology,1
3116,from intersubjectivity to subjectivation,psychology,1
2990,superior cerebellar grooves in relation to upward transtentorial herniation,psychology,1
4982,security of energy supply in the communities energy legislation,business,5
779,the great ball court at chichen itza yucatan mexico,geography,4
2544,the economics of fertilizer use a case study in production economics,economics,3
4162,on the evaluation of people oriented city in the context of new urbanization,business,5
5464,address based sampling in northern ireland,geography,4
4098,the clinical judgment process a review of the literature,psychology,1
3994,geoinformatics modern tendency of creation and use,geography,4
4607,group test determine the critical fusion frequency in binocular vision changes caused by caffeine medication and by normal days work,psychology,1
5410,prevalence ofmycoplasma pneumoniae mp in patients hospitalized with acute exacerbation of asthma aea,medicine,0
685,how schools change reforms redefining reform success and failure,psychology,1
3956,populism in peru the emergence of the masses and the politics of social control,politics,2
3424,hallucinations with therapeutic doses of clarithromycin,medicine,0
4331,is computerization worth the price an evaluation of 7 years use of tmr,medicine,0
2837,la proteccion de los consumidores financieros,politics,2
3032,optimizing the cleaning and disinfecting parameters for utensils used in patient care,medicine,0
2171,omeprazole a useful new agent,medicine,0
3316,chapter i the nature of groups and helping groups improve their operation,politics,2
1850,south africa u s policy and the anti apartheid movement,politics,2
487,expanding our concept of home economics education,economics,3
1688,o neopragmatismo de richard rorty e a reflexao politica contemporânea,politics,2
2230,elementary introduction to sustainable consumption,economics,3
4074,the choice project peer workers promoting shared decision making at a youth mental health service,psychology,1
2320,on the ideological and political education among university staff in the new situation effective ways,politics,2
782,glos pomorza 2007 kwiecien nr 84 84,geography,4
521,carbon dioxide co2 measurement by ultrasonic plethysmography in pulmonary diseases,medicine,0
522,vitalnet a bedside work station for medical surgical nursing,medicine,0
3536,applied statistics for business and economics,economics,3
2939,trends in household saving don t justify tax incentives to boost saving,economics,3
4507,rents military elites and political democracy,politics,2
2398,activity programs in nursery school kindergarten and elementary school,politics,2
2207,the influence of human resource development toward the officials performance a study at mayor s office of ambon indonesia,business,5
4222,a study of orientation words shang and xia in modern chinese from spatial metaphor perspective,geography,4
780,persistence and change in the protestant establishment,politics,2
4377,the politics of pay the use of influence tactics in job evaluation committees,psychology,1
3516,a historia e as ciencias sociais na profissionalizacao da historiografia argentina,politics,2
1511,institutions do matter exploring the problem of governance in the hong kong special administrative region from the perspective of executive legislative relations,politics,2
1882,predicting readmission risk with institution specific prediction models,medicine,0
651,development of new quantitative diagnosis machine to evaluate the baroreflex sensitivity of an artery for patients with hypertension,medicine,0
3475,cardiopulmonary exercise testing cpet in unexplained breathlessness experience from a uk hospital,medicine,0
3857,reconsidering gobitis an exercise in presidential leadership,politics,2
369,evaluacion y aprendizaje,psychology,1
5299,man s unconscious conflict a popular exposition of psychoanalysis,psychology,1
3282,wheat production in bangladesh technological economic and policy issues,economics,3
118,microbiological quality of food in relation to hazard analysis systems and food hygiene training in uk catering and retail premises,business,5
377,history of science and technology in india and south east asia,geography,4
3977,what s jewish about nicaragua,politics,2
2216,study on the relationship among km enablers km activities and npd performance in cops,business,5
4260,quantifying the complexity of the histological tissue composition and vascularization within human lung cancer,medicine,0
1613,the journey forward,psychology,1
2883,on the genesis of organizational forms evidence from the market for disk arrays,business,5
3942,what are mps for,politics,2
962,a cointegration analysis of purchasing power parity and country risk,economics,3
5042,modern transformation brief description of china s cultural studies in new century,politics,2
2510,social bases of power and control mechanisms among prisoners in a prison organization,psychology,1
5256,a stochastic frontier approach to model technical efficiency of rice farmers in bangladesh an empirical analysis,economics,3
4265,the bureaucracy of truth how communist governments manage the news by lendvai paul boulder colo westview press 1981 pp 285 26 00,politics,2
4764,effect of positive airway pressure therapy on body mass index in obese patients with obstructive sleep apnea syndrome,medicine,0
359,liberty equality honor,politics,2
3790,the structure and growth of residential neighborhoods in american cities,economics,3
2415,the politics of inequality social policy and educational change,politics,2
5209,a study on the patent application and authorization in the city of maoming,business,5
4733,the bitter truth,geography,4
2185,india s space launch vehicles,geography,4
3515,australian beef exports dead or alive,business,5
2567,changing realities perspectives on balinese rice cultivation,economics,3
2037,generating trust in congregations engagement exchange and social networks,politics,2
4763,the counterplans research of higher vocational education impels the region economy development,business,5
772,rota island ikonos mosaic imagery 2001 2003 ikonos imagery for the northern mariana islands,geography,4
1284,p 1 e 023 longitudinal assessment of presynaptic dopamine function in the striatum a 18 f dopa pet test retest study,psychology,1
5149,using stakeholder analysis to increase the effectiveness and relevance of water resources systems modelling,business,5
5303,the production of pronominal clitics implications for theories of lexical access,psychology,1
2587,capturing the macroeconomic impact of technology based greenhouse gas mitigation in agriculture a computable general equilibrium approach,economics,3
5120,transportation of jiangxi district in the song dynasty,geography,4
1414,rs gis based study on the response of land use land cover to climate change in the marginal zones of the tengger desert and mu us desert since recent 10 odd years,geography,4
1234,to examine the historical evolution of urban spatial planning theory from the point of methodology,geography,4
3361,a journal and its field the impact of the journal of curriculum studies,politics,2
435,pregabalin abuse after past substance seeking behavior,medicine,0
1674,adaptive filtering and prioritising of diabetes consumer information for promoting consumer provider partnership and communication,medicine,0
365,a test of the bigger fool thought of conglomerate valuation,business,5
4384,discussion on dependence on mining industry in mining cities,business,5
231,employment and the new challenges,business,5
4769,expanding electives in the jr high school,psychology,1
147,gratitude to our reviewers,psychology,1
5008,towards a unified methodology for the evaluation of e health applications,medicine,0
3088,blood pressure and intellectual functioning in late midlife,psychology,1
3552,effects of intelligence on signal detection in visual and auditory monitoring,psychology,1
407,an analysis of effect of land transfer ways on land resource value,business,5
2090,macroeconomics in emerging markets,economics,3
86,health care utilization and costs among privately insured patients with bipolar i disorder,economics,3
844,the living archive preserving the papers of the oxford english dictionary,politics,2
1031,theory in anthropology since feminist practice,politics,2
3271,liberalism and the changing character of the criminal law response to ashworth and zedner,politics,2
4063,intergenerational equity discounting and the role of cost benefit analysis in evaluating global climate policy,economics,3
5268,a new class of hybrid ac ac direct power converters,medicine,0
2987,a summer celebration of long island wines,geography,4
4034,the independent filmmaking groups in english canada the turning of the tide,politics,2
2628,rip1 is critical for mycobacterium tuberculosis mediated caspase independent macrophage apoptosis,medicine,0
3303,cattle producers willingness to adopt or expand prescribed grazing in the united states,economics,3
855,mixed dominance and reading disability,psychology,1
3003,politics society and biotechnology,politics,2
78,the concept of state security and the basic contents of maintaining state security,business,5
2992,attention to variables used in uhc mortality prediction equation improves expected mortality rate,medicine,0
2247,scenic spot texts comparative analysis and translation in english and chinese,geography,4
5308,different types of scholar official in sixteenth century china the interlaced careers of wang shizhen and zhang juzheng,politics,2
5114,environmental factors and groundwater behavior in an agricultural experimental basin of the brazilian central plateau,geography,4
5152,object relations in borderline adolescents and adults developmental differences,psychology,1
758,locke s labor lost,politics,2
3632,vulnerability analysis on subway network a case study,business,5
4435,the cognitive bases of human learning e saltz dorsey homewood illinois 1971 xiv 510 pp 13 25,psychology,1
2279,dysfunction of early stage visual processing in schizophrenia,psychology,1
3725,bart c labuschagne and reinhard w sonnenschmidt eds religion politics and law philosophical reflections on the sources of normative order in society,politics,2
3864,a nonparametric vs latent class model of general practitioner utilization evidence from canada,economics,3
4651,on the relationship between constitutionalism construction and lawful administration,politics,2
4460,a constructivist approach to online college learning,psychology,1
4419,shall the sky be the limit,politics,2
2176,childhood in society for early childhood studies,psychology,1
424,empty threat hospitals could see more vacancies as demand for outpatient care grows and financial pressure builds to curb inpatient admissions,business,5
392,twain s critique of malory s romance forma tractandi and a connecticut yankee,politics,2
4181,responsible leadership contribution to human resource management a study of csr hr interface,politics,2
5291,turmoil in ukraine a sign of the coming disorder in the post soviet world,politics,2
2239,beta adrenergic receptor haplotype associated with recurrent near fatal asthma exacerbations in children,medicine,0
104,children s reaction times to verbal and nonverbal tachistoscopic stimuli exposed to the left and right visual hemifields,psychology,1
2672,cooper v aaron and the faces of federalism,politics,2
3705,meta analysis continuous positive airway pressure therapy improves insulin resistance in patients with obstructive sleep apnea,medicine,0
3204,istanbul households marriage and fertility 1880 1940,politics,2
3915,understanding narratives of nationhood film makers and culloden,politics,2
4313,does use of asthma action plan result in better outcomes in inner city children with asthma,medicine,0
1948,the challenges facing daily rental companies,business,5
1459,the ecological rationality of helping others potential helpers integrate cues of recipients need and willingness to sacrifice,psychology,1
4066,easter island people,geography,4
3494,genetic variants in the mannose receptor gene mrc1 are associated with sarcoidosis in japanese,medicine,0
3372,a new method of pwm control for forced commutated cycloconverters using microprocessors,medicine,0
5361,repeated hyperosmolar exposure of bronchial epithelial cells a model of exercise induced airways damage,medicine,0
1587,internet a odpowiedzialnośc za uslugi dekarskie,business,5
4332,the impacts of integrated youth training farm as a capacity building center for youth agricultural empowerment in kwara state nigeria,business,5
1731,the conflict of convictions american writers report the civil war a selection and arrangement from the journals correspondence and articles of the major men and women of letters who lived through the war review,politics,2
5590,thick moralities thin politics social integration across communities of beliefthick moralities thin politics social integration across communities of belief by greggbenjamin durham nc duke university press 2003 245 pp 59 95 cloth isbn 0 8223 3081 4 19 95 p,politics,2
4902,on the significances and countermeasures of college students choosing freely,psychology,1
182,simple models for spice assist power electronics circuit simulation on pcs,medicine,0
1791,learning from mount st helens catastrophic events as educational opportunities,geography,4
2355,measuring the costs and coverage of sme and entrepreneurship policy a pioneering study,politics,2
1940,towards social inclusion in mental health,psychology,1
702,impact of international trade fair participation on export an empirical study of china based on treatment effect model,economics,3
2442,modification of the grason stadler experimental rat chamber,psychology,1
3505,a transient increase in cck mrna levels in amygdala following audiogenic seizures in audiogenic seizure prone rats,psychology,1
496,the italian arctic expedition 1899 1900 la stella polare nel mare artico 1899 1900 osservazioni scientifiche eseguite durante la spedizione polare di s a r luigi amedeo di savoia duca degli abruzzi 1899 1900 on the polar star in the arctic sea,geography,4
4354,an empirical investigation of the determinants of users acceptance of e banking in singapore a technology acceptance model,business,5
464,the restrictions in the development of wenzhou privately run enterprises and their countermeasures,business,5
4805,the relationship between social behavior and genital swelling in captive female chimpanzees implications for managing chimpanzee pan troglodytes groups,psychology,1
4844,lessons from history or the perfidy of english exceptionalism and the significance of historical france,politics,2
172,gun ownership and individual self preservation in united states,business,5
3837,recent developments in quantitative models of sovereign default,economics,3
5368,rainfall variability in northern tanzania in the march may season long rains and its links to large scale climate forcing,geography,4
2540,the politics of bioethics,politics,2
4072,women and their families on the overland trail to california and oregon 1842 1867,geography,4
3679,the gulf and international security the 1980s and beyond,geography,4
2260,sociological orientation of international law theoretical constraints and challenges for socio legal research,politics,2
3084,procognitive properties of cysteine protease inhibitor ovocystatin in alzheimer s disease mice model,psychology,1
2112,land use studies by remote sensing,geography,4
900,marine traffic flow and casualties on the humber,geography,4
1446,standardization of finance and bank on net,business,5
1911,the integration of wind generation within the south australian region of the australia national electricity market,economics,3
2697,opera et crime,psychology,1
4599,the postwar curriculum the functional versus the academic plan,psychology,1
741,from riverfront era to river span era,business,5
2293,the position of the individual in international law according to grotius and vattel by peter p remec preface by quincy wright the hague martinus nijhoff 1960 pp xii 260 4 70,politics,2
2452,the salience of sexuality in the early years of marriage,psychology,1
5223,development of a natural language processing system to identify timing and status of colonoscopy testing in electronic medical records,medicine,0
4574,journal editors and introduction,economics,3
1206,evaluation of airway distensibility using paired expiratory and inspiratory volumetric ct scans in patients with copd,medicine,0
509,drug supplying system of the tuberculosis control project of the world bank loan in china,business,5
5157,o direito internacional e os meios tradicionais de solucao de controversias entre os interesses economicos e fundamentais do estado,politics,2
3259,antonio rosmini his life and works,politics,2
3493,hrvatska na starim zemljovidima mirko markovic,geography,4
5072,building the tourism spatial structure of jilin province,economics,3
1549,stress reactivity to repeated low level challenges a pilot study,psychology,1
3029,genetic diversity and relationship of hedychium from northeast india as dissected using pca analysis and hierarchical clustering,geography,4
4078,development of national space law for india,politics,2
2202,patterns of asthma controller prescribing for pediatric asthma patients in uk primary care,medicine,0
2566,the all india hindu mahasabha untouchable politics and denationalising conversions the moonje ambedkar pact,politics,2
3454,fuelling the machine slave trade and the industrial revolution,politics,2
2044,pondering the principles a personal general model of the psychology of users providers and preparers of published accounts used to comment upon the accounting standards board s draft statement of principles for financial reporting,psychology,1
767,the politics of influence an analysis of imf surveillance,economics,3
5452,effects of bezafibrate on ethanol oxidation in rats,psychology,1
1508,laminin 332 a k a lm 5 is required for maintaining normal lung structure and mechanics,medicine,0
3134,rock art in western oceania,geography,4
421,realty risk insurance research,business,5
123,the changing tide of professional print media and teaching patriotism 1916 1956,politics,2
5366,论后宗教时代的文学道德教化功能 moralizing function of literature in post religious era,politics,2
3268,flirting with international socialism love politics and intertextuality in the poetry of gerry murphy,politics,2
819,the effect of corporate social responsibility activities on brand equity and consumer attitude,business,5
1403,practicing ethics and ethical practice the case of anthropologists and military humanitarians,politics,2
1382,the influence of sense of coherence and mindfulness on ptsd symptoms and posttraumatic cognitions in a sample of elderly austrian survivors of world war ii,psychology,1
2148,forensic nursing and multidisciplinary care of the mentally disordered offender edited by david robinson and alyson kettles jessica kingsley london n1 9jb november 1999 320pp isbn 1 85392 753 7 isbn 1 85392 754 5,psychology,1
4715,value based formulas for purchasing pursuing value in medicaid managed care access to care and enrollee information management,business,5
1575,the columbia registry of controlled clinical computer trials,medicine,0
1638,feel it moral cosmopolitans and the politics of the sensed in tourism,politics,2
1795,impact of environmental traders on water markets an experimental analysis the impact of environmental traders on water markets,economics,3
5387,cartographies of tsardom the land and its meaning in seventeenth century russia,geography,4
4985,anti japanese war and the changes in the traffic in yunnan,geography,4
399,a hole in our house,geography,4
3151,flood inundation maps for the wabash river at memorial bridge at vincennes indiana,geography,4
2310,protecting and developing minority cultures in mountainous regions in yunnan and guizhou provinces,geography,4
882,the monitoring case of ground based synthetic aperture radar with frequency modulated continuous wave system,geography,4
5564,auswirkungen von klimaanderungen auf die landwirtschaft 1 open top kammern zur untersuchung von langzeitwirkungen erhohter co2 konzentrationen auf landwirtschaftliche pflanzen,geography,4
3615,reasonable selection of upholding china s national sovereignty against economic globalization,politics,2
1352,cartographic contouring with computer and plotter,geography,4
4990,from literary revolution to revolutionary literature a cultural interpretation of lu xun s literary translation theory,politics,2
5094,rome and the counter reformation in england philip hughes,politics,2
2130,the need for quality in financial education,business,5
982,urban evolution studies in the mathematical ecology of cities,economics,3
456,finance and growth in africa the broken link,economics,3
1486,education the romans and us,politics,2
1079,effects of a leukotriene b4 receptor antagonist an anti inflammatory and anti fibrotic agent on bleomycin induced pulmonary fibrosis,medicine,0
1950,inhibitory effects of camp elevating agents on smooth muscle actin expression in human lung fibroblasts are mediated via protein kinase a pka and epac,medicine,0
4821,an empirical investigation on the association between consumer online impulsive buying behavior and website quality a study with special reference to flipkart online store,business,5
689,tgf beta antagonist antibody 1d11 blocks experimental progressive pulmonary fibrosis,medicine,0
2429,lawyer s right exercise and protection in china,business,5
641,review of the cambridge history of twentieth century political thought ed by bellamy r ball t,politics,2
2392,the party building and ideological and political work research in the construction of inner mongolia open university,politics,2
2825,an analysis of the primary health care access program in the northern territory a major aboriginal health policy reform,economics,3
1953,on the characteristics of normal universities education quality,economics,3
3425,the political effects of immigrant naturalization,politics,2
3058,henry david thoreau the state of nature and the redemption of liberalism,politics,2
4601,sistemas de navegacion con menus desplegables componentes y edicion en linea,politics,2
4198,affect affective variability and physical health results from a population based investigation in china,psychology,1
2710,classification of arctic sea ice with terrasar x polarimetric data,geography,4
1083,developing an enterprisewide data strategy,business,5
4155,creating an electronic bibliography of theses relating to new south wales political history,politics,2
5336,colleen flood et al eds administrative law in context toronto emond montgomery 2008 pp 439,politics,2
3652,the political transition in spain an interpretation,politics,2
1884,research on the hydrological comparability of the caijiachuan small watershed in ji county of shanxi province,geography,4
4216,regional distribution of local tribute and speciality product in the ancient time in the yellow river delta,geography,4
389,inhibition of antiviral defense in airway epithelial cells by cigarette smoke,medicine,0
2494,meeting media head on an action proposal for art education,economics,3
3893,walther rathenau a pioneer of the planned economy,economics,3
3036,triggers of cough in patients with prolonged or chronic cough and their relation to pathophysiology,medicine,0
3608,the association between mentholated cigarettes and cardiovascular and pulmonary diseases in the united states population,medicine,0
845,on the relationship between human capital financing structure and business performance of family business,economics,3
542,psychological assessment treatment and outcome with sex offenders,psychology,1
91,the functioning of the international monetary system a critique of the perspective of the industrial countries,economics,3
5267,personnel policy in healthcare risks and solutions,business,5
3438,the use of non metric cameras in short range photogrammetry,geography,4
1979,trust in virtual organisations a synthesis of the literature,politics,2
3244,current issues and new prospects for computerized record linkage in the province of quebec,geography,4
4609,decision making behaviour of traditional fishermen in relation to the adoption of improved fishery technologies,business,5
3150,the point correlation dimension of r r intervals predicts sudden cardiac death among high risk patients,medicine,0
4577,mathematical programming a new tool in agricultural economics research,economics,3
3622,work family reconciliation policies without equal opportunities the case of austria,politics,2
4050,effective communication for professional excellence,business,5
2964,the interpreter adding a passive language,politics,2
2529,manuscript verse collectors and the politics of anti courtly love poetry,politics,2
4977,individuation individuation and incorruptibility of the human soul in avicenna,psychology,1
1676,special classes for the gifted,psychology,1
1048,political universalism and localism of the christian social doctrine in the context of the political institutions history,politics,2
2949,documents of the ceylon national congress and nationalist politics in ceylon 1929 1950 four volumes edited with an introduction by michael roberts colombo department of national archives 1977 ccxxii 3208 pp notes bibliography n p l,politics,2
1960,smart grid standards conformed cloud based demand side management tools,business,5
2530,recent developments in evaluation research,psychology,1
4403,differences in serum markers in patients with pulmonary embolism according to clinical presentation,medicine,0
3468,la aficion azulcrema y el poder de televisa una aproximacion etnografica al club de futbol america,politics,2
237,uniform statistical reports on insanity now assured an official classification of psychoses,psychology,1
3698,a case study of mass transport during the east west oscillation of the asian summer monsoon anticyclone,geography,4
4228,the comparison of the status of mental health of the singleton and non singleton college students,psychology,1
1133,renin angiotensin system activation correlates with microvascular dysfunction in human sepsis,medicine,0
2880,value addition and its determinants for marketers of cassava products in south eastern nigeria,business,5
1805,the psychiatrist as double agent,politics,2
4633,comparing electronic health record usability of primary care physicians by clinical year,medicine,0
163,nationalizing the local past in sri lanka histories of nation and development in a sinhalese village,politics,2
4230,influences of adolescents on family purchasing behavior perceptions of adolescents and parents,psychology,1
5327,nicotine deprivation and craving in smokers are positively related to improved inhibition in smoking related contexts,psychology,1
5273,a globalizacao como possibilidade de intervir no cotidiano das aulas de geografia,geography,4
4960,parental characteristics of growth faltered children in rural areas of andhra pradesh india,business,5
4204,preclinical evaluation of long acting anticholinergics laac comparison of tiotropium and investigational drugs,medicine,0
3997,real time structural analysis for preoperative surgical planning,medicine,0
265,the feldstein horioka puzzle across eu members evidence from the ardl bounds approach and panel data,economics,3
2001,do consumers perceive money back guarantees as believable the effects of money back guarantee generosity store name familiarity and perceived price,business,5
1811,examining the relationship between descriptive norms and self regulatory efficacy in an activity setting,psychology,1
3277,respiratory impedance in healthy italian children aged 3 to 18 years,medicine,0
2978,relationships between possible selves and self reported problems of divorced and intact family adolescents,psychology,1
3885,os desbarrancados de palmelo go doi 10 5216 bgg v7i1 4429,geography,4
2906,experimental modification of digestive pathology,psychology,1
3931,the relationship between the physical activity level six minute walk distance in chronic obstructive pulmonary disease patients,medicine,0
1428,biophysical remote sensing,geography,4
398,working notes on the malaysian left,politics,2
4710,i ll let you be in my dream if i can be in yours bob dylan talkin world war iii blues dreaming basilio bonfiglio s paper,psychology,1
947,media representations of the hong kong police and their mainland counterpart,politics,2
3078,in the shade of allah s mercy reflections on islam embodiment and abortion,politics,2
3138,why domestic food prices matter to growth strategy in semi open west african agriculture,economics,3
4995,quantification and visualization of alveolar bone resorption from 3d dental ct images,medicine,0
5204,a new perspective of brand research within industrial cluster enterprise brand network,business,5
4812,investigation and thinking on publication and sale of books about farmers rural area and agriculture,business,5
3229,mediacoes politicas estudo do cotidiano de um vereador carioca,politics,2
4778,prospects of indiaâ gcc trade relations,economics,3
1452,irrigation water pricing in tunisia issues for management transparency,business,5
593,book reviews black religion and black radicalism an interpretation of the religious history of afro american people by gayraud s wilmore maryknoll orbis 1985 edition 288 pp 9 95,politics,2
2725,first case report of suspected onset of convulsive seizures due to co administration of valproic acid and tebipenem,medicine,0
41,the shakespearian playing companies,politics,2
560,the information on signal performance of calileo s first test satellite giove a,geography,4
4512,determination of patient s contribution to a breath during mechanical ventilation,medicine,0
3660,developing and using forecasting models of consumer durables the case of color television,business,5
3801,multitrait multimethod analysis of fcat reading and writing or is it writing and reading,psychology,1
243,mouse parenchymal fibroblasts are intrinsically different from large and small airway fibroblasts and also differ in their response after in vivo cigarette smoke exposure,medicine,0
3172,a new dynamic hierarchical rbac model for web services,business,5
1339,derivatif analysis of economic and social aspect of added value minapadi paddy fish integrative farming a case study in the village of sagaracipta ciparay sub district bandung west java province indonesia,geography,4
5098,the lie detectors the history of an american obsession,politics,2
3691,the evaluation and control of lung inflammation assessed with pet scanning in emphysema alpha 1 antitrypsin deficiency eclipse aatd trial,medicine,0
405,trajectories of children s attitudes and beliefs about violence in families exposed to intimate partner violence,psychology,1
1442,an analysis of the regional differences of china s agricultural technology efficiency,economics,3
261,viewpoint induced innovation in fisheries and aquaculture,economics,3
5307,ijmr young research writer award 2012 finalist using mobile devices to access the realities of youth how identification with society influences political engagement,politics,2
5107,formulary decisions without comparative effectiveness research,business,5
1689,optimization of specific labeled nanoparticle formulations for imaging pulmonary metastases by hyperpolarized gas mri,medicine,0
1725,factors affecting the situation of economically weak farms in switzerland,economics,3
1203,towards a zimbabwean aeneid a pedagogical exercise,politics,2
834,the rise of writing to serve the motherland and its inherent problems takinghushiandjingyeten dayreportasanexample,politics,2
1866,median method for detecting endogenous event related brain potentials,psychology,1
2496,making time for change on temporal conceptualizations within critical realist approaches to the relationship between structure and agency,politics,2
3016,the promise and paradox of civil service reform edited by patricia w ingraham and david h rosenbloom pittsburgh university of pittsburgh press 1992 329p 39 95 cloth 18 95 paper,politics,2
4217,degree by default,politics,2
2010,nile delta success 1 an example of host government and foreign industry strategies converging to create new value abstract,economics,3
4015,the history primer j h hexter,politics,2
340,what subjects should pre dental students study,politics,2
3732,effects of the novel immunomodulator sphingosine 1 phospate sip receptor agonist fty720 in bleomycin induced pulmonary fibrosis in mice,medicine,0
1601,solving the aging plant and workforce puzzle,business,5
2796,modern trends in the birth rate,politics,2
3753,teaching social communication skills to young urban children with autism,psychology,1
5257,knowledge discovery using the electronic medical record,medicine,0
480,newspaper effects on policy preferences,politics,2
3520,carl mauch and some karanga chiefs around great zimbabwe 1871 1872 re considering the evidence,politics,2
2785,data based modelling of expired airflow clarifies chronic obstructive pulmonary disease,medicine,0
1523,speaking two languages in america a semantic space analysis of how presidential candidates and their supporters represent abstract political concepts differently,politics,2
4174,book review 15 00 the politics of clean air eric ashby mary anderson clarendon press oxford university press paris 1981 p xi 15 00 the politics of clean air eric ashby mary anderson clarendon press oxford university press 1981 p 178,politics,2
4971,restrained eating is related to accelerated reaction to high caloric foods and cardiac autonomic dysregulation,psychology,1
5594,emerging pathways for critical futures research changing contexts and impacts of social theory,politics,2
3806,modified rand method to derive quality indicators a case study in cardiac rehabilitation,medicine,0
799,open education in britain and the u s a,economics,3
1766,multislice ct angiography in post aortic stent grafting optimization of scanning protocols for virtual intravascular endoscopy,medicine,0
5009,motion planning for a fixed wing uav in urban environments,geography,4
4003,fast map marketing gap research idm sponsored questions,business,5
2453,some structural aspects of soviet type investment policy,economics,3
4342,teacher and student economic understanding in transition economies,economics,3
4427,actively criticizing scientifical ly presenting reading notes on political economics of anti duhring mr engen duhring s revolution in science,politics,2
